거래소코드,label,pred,proba1,회사명,회계년도
024950,0.0,0.0,0.3367620967033646,삼천리자전거(주),2017/12
025270,0.0,0.0,0.3486850432602512,부산방직공업(주),2014/12
025320,1.0,1.0,0.56533435452633,(주)시노펙스,2012/12
025440,0.0,1.0,0.5485588437143887,(주)디에이치오토웨어,2012/12
025560,0.0,0.0,0.09540065970496106,미래산업(주),2012/12
025620,0.0,0.0,0.1981576631751885,제이준코스메틱(주),2012/12
025750,1.0,0.0,0.3969847267685566,(주)한솔홈데코,2012/12
025820,0.0,0.0,0.3095607051704088,이구산업(주),2012/12
025850,0.0,0.0,0.36337508791768,한화화인케미칼(주),2012/12
025860,1.0,1.0,0.5927468980117429,남해화학(주),2012/12
025870,1.0,1.0,0.5318067622865622,신라에스지(주),2012/12
025880,0.0,0.0,0.35116929873836294,(주)케이씨피드,2014/12
025890,1.0,0.0,0.27222343589539344,한국주강(주),2013/12
025900,0.0,0.0,0.3279696987553776,동화기업(주),2012/12
025950,1.0,0.0,0.38885780404135417,동신건설(주),2019/12
025980,0.0,0.0,0.252415109774119,(주)아난티,2012/12
026040,0.0,1.0,0.5323028070315047,(주)제이에스티나,2017/12
026150,0.0,0.0,0.4536804496309586,(주)특수건설,2012/12
026180,0.0,0.0,0.3351698522995176,현대정보기술(주),2012/12
026260,0.0,0.0,0.040171592909459854,(주)위너지스,2012/12
026910,1.0,1.0,0.5118268669315722,광진실업(주),2013/12
027040,0.0,0.0,0.41116755877431144,서울전자통신(주),2012/12
027050,0.0,0.0,0.43378048585732365,(주)코리아나화장품,2012/12
027390,0.0,0.0,0.27899544475949967,(주)한화갤러리아타임월드,2016/12
027580,0.0,0.0,0.39423039900895174,(주)상보,2014/12
027710,1.0,0.0,0.4846419662564693,(주)팜스토리,2013/12
027740,0.0,0.0,0.32554481242784966,(주)마니커,2012/12
027970,0.0,0.0,0.24163037717954916,한국제지(주),2012/12
028040,0.0,0.0,0.042150002790173315,(주)미래SCI,2012/12
028260,0.0,0.0,0.42751440246695066,삼성물산(주),2015/12
028300,0.0,0.0,0.2785517597307004,에이치엘비(주),2012/12
028670,0.0,0.0,0.2832851049008702,팬오션(주),2012/12
029480,0.0,0.0,0.20016184061267894,(주)광무,2012/12
030200,1.0,1.0,0.596378724462104,(주)케이티,2014/12
030270,1.0,0.0,0.3128190651995685,(주)에스마크,2012/12
030350,1.0,0.0,0.18398258818431149,(주)드래곤플라이,2013/12
030720,0.0,1.0,0.5621910742442995,동원수산(주),2012/12
030790,0.0,0.0,0.33890452235751867,비케이탑스(주),2012/12
031310,1.0,1.0,0.559200186068167,(주)아이즈비전,2012/12
031330,1.0,1.0,0.5947268958535208,(주)에스에이엠티,2014/12
031390,1.0,0.0,0.31884180477760254,(주)녹십자셀,2013/12
031510,1.0,0.0,0.38213295963748917,(주)오스템,2014/12
031820,0.0,1.0,0.602064604273898,(주)콤텍시스템,2013/12
031860,0.0,0.0,0.2019631118614777,에스유홀딩스(주),2013/12
032040,0.0,0.0,0.2558300018761762,(주)씨앤에스자산관리,2014/12
032080,1.0,0.0,0.44550681037546835,(주)아즈텍더블유비이,2013/12
032280,1.0,0.0,0.4409886734853284,(주)삼일,2015/12
032350,0.0,0.0,0.1775330254722464,롯데관광개발(주),2019/12
032420,0.0,0.0,0.12710203018604094,(주)터보테크,2012/12
032500,0.0,0.0,0.29744178815260036,(주)케이엠더블유,2014/12
032540,1.0,0.0,0.37784727595121415,티제이미디어(주),2014/12
032580,0.0,0.0,0.47626350147724233,(주)피델릭스,2015/12
